"apt_name","UniProt","symbol","label","standardized_beta.x","p.x","p_adjusted.x","standardized_beta.y","p.y","p_adjusted.y","standardized_beta.x","p.x","p_adjusted.x","standardized_beta.y","p.y","p_adjusted.y","acme.x","acme_p.x","p_adjusted.x","ade.x","ade_p.x","ade_p_adjusted.x","prop_m.x","prop_m_p.x","prop_m_p_adjusted.x","acme.y","acme_p.y","p_adjusted.y","ade.y","ade_p.y","ade_p_adjusted.y","prop_m.y","prop_m_p.y","prop_m_p_adjusted.y","standardized_beta.x","p.x","p_adjusted.x","standardized_beta.y","p.y","p_adjusted.y","standardized_beta.x","p.x","p_adjusted.x","standardized_beta.y","p.y","p_adjusted.y","standardized_beta.x","p.x","p_adjusted.x","standardized_beta.y","p.y","p_adjusted.y"
"seq.10025.1","P09622","DLD","DLD_1",0.036858080322895,0.291573958818084,0.741590909377073,0.0355333042530873,0.311209401161583,0.749424665393427,-0.0203959544733002,0.584095192223468,0.859102256278611,-0.0173065544509784,0.643381228989963,0.880092923651925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0640182521145466,0.131845967919369,0.771250952152358,NA,NA,NA,0.0767360067328699,0.247102197864423,0.994697097485535,0.0581233911393055,0.315754203201438,0.896550447592774,-0.0405341409611511,0.543110757207656,0.89813146454848,NA,NA,NA
"seq.10030.8","Q9UIF7","MUTYH","MUTYH",0.0305854695481078,0.470723933506653,0.843674186894898,0.0268214254026245,0.528473244835114,0.85763590746799,-0.0497036111181321,0.271313950687768,0.665785645937559,-0.047277440316025,0.297389557001771,0.682800110751352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0151505376849401,0.766812782612712,0.980048035057593,NA,NA,NA,-0.0836796481262429,0.24951976028052,0.994697097485535,0.0871846881133993,0.234433917576801,0.866258813444239,-0.0190405602502208,0.816456908517687,0.973184384652272,NA,NA,NA
"seq.10035.6","Q13115","DUSP4","DUSP4",-0.0236512173331093,0.550260040365191,0.873459123055935,-0.0226550532791265,0.568707533195288,0.875084166111207,0.0153506269131508,0.716061588878899,0.911266133590083,0.0134435278124411,0.750977585391593,0.927069989983497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0416543538053333,0.363926850225429,0.899221878648926,NA,NA,NA,-0.0788234571700189,0.209204736898461,0.994697097485535,0.0122658208192892,0.858564743213309,0.994749825874097,-0.0260115887249073,0.749086065002758,0.962226352660319,NA,NA,NA
"seq.10036.201","Q9H4I2","ZHX3","ZHX3",-0.0487947402577179,0.2416046626599,0.704356913741519,-0.0509327169041649,0.223381657377164,0.682034942997752,-0.0238939986004837,0.590658143792008,0.8607610677185,-0.0282675994076989,0.525743674088247,0.826643785215346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.063357818142044,0.212920330877396,0.849872028905277,NA,NA,NA,-0.0802711491403229,0.275398388277081,0.994697097485535,-0.051446204911327,0.488783045662551,0.94906463132442,0.0375778215121753,0.623944943261241,0.92590653024489,NA,NA,NA
"seq.10037.98","Q96PQ1","SIGLEC12","SIGLEC12_1",-0.0010254604506217,0.981128641293371,0.996170334748739,-0.0088862225098906,0.837539009383155,0.959026609811548,-0.102367554160423,0.0262968824814702,0.282973100262202,-0.103136017488168,0.0258084055230855,0.275838727676542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025343333132858,0.961568578472255,0.994601193433738,NA,NA,NA,-0.0469154267497917,0.537087149753563,0.994697097485535,0.009207347901494,0.901450973273129,0.997578205609191,-0.0044673467169665,0.957136541319026,0.993311614135321,NA,NA,NA
"seq.10039.32","P00491","PNP","PNP_1",-0.0172519438847201,0.278454238848503,0.732247278269682,-0.019585065931075,0.219231532872672,0.678488433439811,-0.0287765428342863,0.0895833020782954,0.447294420085706,-0.0304793426272265,0.0730334825276081,0.416236046886265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0099560038078339,0.586496140305078,0.956509821001699,NA,NA,NA,-0.0140614918471011,0.585738120624095,0.994697097485535,0.0351597069494544,0.177787202430285,0.821814574685676,-0.102823440487073,0.0013318538016232,0.197790094831291,NA,NA,NA
"seq.10040.63","Q9H3D4","TP63","TP63",-0.012731603390563,0.770307669525774,0.944888259386305,-0.0098871487313008,0.821097459136461,0.955082405810716,0.0434855976091244,0.351208994312653,0.725315253792939,0.0427319291069232,0.361257516912807,0.729205199766475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0064771797696401,0.902699567693268,0.993264088271707,NA,NA,NA,0.0339541750723175,0.656538246139486,0.994697097485535,-0.0256133037541146,0.735429392975633,0.991226458159964,-0.0091162589526182,0.912554493728131,0.989106970666631,NA,NA,NA
"seq.10041.3","P41235","HNF4A","HNF4A",-0.0342738076551385,0.415320594357965,0.818617567613035,-0.037085562536254,0.379866986277247,0.796356442435323,-0.03350772708625,0.454945007932752,0.791454817942781,-0.036732086321498,0.414411348209008,0.763411691563725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.076095130832853,0.130464408361679,0.768958911743393,NA,NA,NA,-0.0321486678532397,0.653465449623196,0.994697097485535,-0.109559898248592,0.132725437077793,0.786342819581925,0.042410785389444,0.602698359748347,0.918546841989962,NA,NA,NA
"seq.10042.8","Q96BR1","SGK3","SGK3",0.0400092987058931,0.27907786810972,0.732378339041537,0.0397636071234741,0.284483192783007,0.727945226352023,-0.0067319326190902,0.864324401552366,0.961430909434171,-0.0028730470738554,0.942098984900487,0.982561360773092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0105199555393654,0.812314089951309,0.98484505692141,NA,NA,NA,-0.0015893152913512,0.981042404781112,0.99641422879775,0.0244122360248922,0.684081246213084,0.98652287436505,0.177750669627075,0.0068830414629462,0.201333478135323,NA,NA,NA
"seq.10043.31","O60885","BRD4","BRD4",0.0204481028383942,0.585204828540603,0.887997034635013,0.0225433731817587,0.548846988641133,0.863388104567189,0.0259559968755317,0.5156534915215,0.8234192136868,0.0278805665648016,0.486688301929156,0.807452580176248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0377854211811183,0.409128720545727,0.917056688174124,NA,NA,NA,0.0154718544747497,0.821062265675443,0.994697097485535,0.0662327477777129,0.286960001140223,0.881302244391057,-0.0350676741323331,0.621463146518156,0.925374389193138,NA,NA,NA
"seq.10044.12","Q9GZT5","WNT10A","WNT10A",-0.0428112129819418,0.313562299171035,0.756641863577981,-0.0449438652136181,0.291973796979883,0.734363681693128,-0.0239528635844156,0.596883027595786,0.863956458580429,-0.0278604534107154,0.539774377670578,0.834873957819568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0777730635330985,0.133457700418399,0.776015786896781,NA,NA,NA,-0.0680945779740135,0.359892911403189,0.994697097485535,-0.0784323457058242,0.297540386415298,0.888022235975773,0.0475541570487206,0.549009987057118,0.902626440016047,NA,NA,NA
"seq.10045.47","Q13618","CUL3","CUL3",0.002054114173866,0.935033472987621,0.98624934983487,0.0006507985725261,0.979477734797406,0.995530810676181,-0.0180941247238975,0.500564601314081,0.8182196202612,-0.0180365665415,0.503794651736657,0.814010715072605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0329424969142436,0.274260711830037,0.869665053283811,NA,NA,NA,-0.0204395162706432,0.56948989542903,0.994697097485535,0.0965526641810666,0.0428237770928751,0.641556791460576,-0.109802501245235,0.022063579976319,0.276780333621234,NA,NA,NA
"seq.10046.55","Q13490","BIRC2","BIRC2_1",0.725758985851537,1.95458113111821e-112,4.74637451339872e-109,0.728611905596174,1.34503393348624e-112,3.26619073514908e-109,-0.0243311991307853,0.56770357674153,0.85133131898013,0.0379284196409128,0.156686832228839,0.544331698992415,0.0810192019833904,0.182,0.603111111111111,-0.172159467632525,0.028,0.162952380952381,-0.88895068942735,0.264,0.72688,-0.003213086514227,0.244,0.73632,0.822022305183344,0,0,-0.0039240966527582,0.244,0.73632,0.77160318442301,2.48371232721269e-87,6.03128143458148e-84,-0.13494330835273,0.390427225784519,0.987928254414571,0.787740689933617,4.84277713115692e-48,1.17598771334927e-44,0.676745442756519,7.77702284696196e-29,1.88852038133726e-25,0.638769590488535,2.45154740104691e-26,5.9531742722089e-23,0.0403267598006481,0.178528936065428,0.921627998190879
"seq.10047.12","P19878","NCF2","NCF2",0.0136920804677711,0.749945929480524,0.939771326464957,0.0118031912329401,0.784348588287914,0.944723140422923,-0.025746039836048,0.57355393779454,0.852551861080432,-0.0247234266152061,0.590420768315271,0.85790767034203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0138079152419902,0.791111448832496,0.983273125269303,NA,NA,NA,0.0076709495791357,0.919785654944108,0.994697097485535,-0.0325892521507788,0.663336442784249,0.980251694606784,0.0955075565046032,0.2447170111943,0.725585440191484,NA,NA,NA
"seq.10048.7","Q13951","CBFB","CBFB",0.0361077268355717,0.385961802703116,0.802529307025459,0.0409927465626395,0.326227530278645,0.760745057003819,0.0596705007286467,0.178819344822362,0.583088342053992,0.0632685927730581,0.155479421053254,0.542103646603851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0159341831639038,0.754254714432346,0.979735689303417,NA,NA,NA,0.115121957242153,0.107438755989902,0.994697097485535,-0.0552394861853252,0.458906820729982,0.937624630797294,0.147882554364883,0.0686325091856894,0.435150417247822,NA,NA,NA
"seq.10049.112","P54274","TERF1","TERF1",0.0482498115039491,0.250660357110528,0.711637062178565,0.0490761194945782,0.244729828395983,0.698544403203849,0.0060731644859963,0.891984708510687,0.969866955447815,0.0104623950794078,0.815621942503971,0.944192889105582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0017526203829787,0.972353211744788,0.99551074440014,NA,NA,NA,-0.0285139068669751,0.705857120631007,0.994697097485535,0.0253907407839606,0.71714828317886,0.989346965858875,0.145572448344767,0.0721800752839679,0.444832722690515,NA,NA,NA
"seq.10053.5","Q13418","ILK","ILK",-0.0411066280539955,0.066673783370984,0.459091221037447,-0.0370062502456424,0.0985335627960964,0.512360460363713,0.0567838083785307,0.017336561444507,0.242878557929295,0.0535663448541528,0.0250010113580658,0.271883494205859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0143652811301575,0.591303561237319,0.956509821001699,NA,NA,NA,0.0001897307181737,0.996244089567849,0.999522769087055,-0.0356475555328336,0.328415121860427,0.904783051882625,-0.0741280903825238,0.0868352835491451,0.481342482523761,NA,NA,NA
"seq.10054.3","Q9H2C0","GAN","GAN",0.0768692105918766,0.0744255710846958,0.46985982163848,0.0711909272354343,0.0988053898720611,0.512586118755704,-0.084758169595393,0.0648699035321277,0.396268136287769,-0.0789435362679796,0.0858790240279318,0.439960167758366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0917251813539735,0.0790894461138594,0.68965558261117,NA,NA,NA,0.109769703615419,0.144157637489907,0.994697097485535,0.0417487673085326,0.579504960806317,0.971076378736017,-0.03037021831872,0.712512896892895,0.954227470647868,NA,NA,NA
"seq.10056.5","Q08050","FOXM1","FOXM1",-0.0158421103014581,0.326362435123514,0.765716695611853,-0.0176211506857949,0.276264904402446,0.720183827056028,-0.0217089041205219,0.206830294687402,0.611509211362713,-0.0232409536854677,0.177979481118793,0.577284292052718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0050452268195236,0.790427684626673,0.983273125269303,NA,NA,NA,-0.014885820406901,0.569153923429976,0.994697097485535,0.0002536383461783,0.992554022407868,0.999182853555325,-0.0500419148917589,0.122716721039864,0.555964746750878,NA,NA,NA
"seq.10058.1","P54725","RAD23A","RAD23A",-0.0034373691995476,0.872161687591154,0.969100318260816,-0.0037805656770858,0.860110528548219,0.966963308839841,-0.0041547391555097,0.855192074663232,0.958943017238979,-0.0044834358509813,0.844528310014855,0.955785107730032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.024080883782942,0.330772015616314,0.887769802815905,NA,NA,NA,-0.0195287416544529,0.594648165395023,0.994697097485535,0.0822413993594557,0.0128874132101931,0.515249140768966,-0.0957076249702206,0.0290091863118659,0.305489343970381,NA,NA,NA
"seq.10063.10","Q9NW38","FANCL","FANCL",0.0672974972174273,0.116555032526012,0.550816287326608,0.0603598326953157,0.160206425529862,0.611480517805585,-0.0853576651069362,0.0619210671300764,0.388205657523758,-0.0793522684582007,0.0836486461333176,0.434650775378901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0712747690521563,0.174113351490158,0.830972061802222,NA,NA,NA,-0.0335377870794146,0.651423722023425,0.994697097485535,0.0959317248943026,0.206960265081051,0.848455560560189,0.111493717239616,0.164699776279336,0.62556718988267,NA,NA,NA
"seq.10064.12","O75884","RBBP9","RBBP9",-0.0297488455128869,0.430658544949315,0.823784363082182,-0.02904311051146,0.443736613698207,0.825958906050762,0.0114259522067475,0.77597124772428,0.932165160519167,0.0087889287885384,0.827416153383633,0.947898965635644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.033795748246789,0.462297922296404,0.932530475911635,NA,NA,NA,-0.0034443275315769,0.958310425417013,0.99641422879775,-0.0677677167085449,0.307014543962187,0.891226062142536,0.0984095590761416,0.158613962187679,0.615283660562962,NA,NA,NA
"seq.10069.2","Q13526","PIN1","PIN1_1",0.0166495895365096,0.66931492079312,0.914184675883964,0.0095819410962915,0.80577125315627,0.950989983469951,-0.0933306183449846,0.0242549354142065,0.272495176150544,-0.0925002480008969,0.0261610341413051,0.275838727676542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0104803473486599,0.827690089276914,0.986243053723336,NA,NA,NA,-0.01503158413951,0.833498579708588,0.994697097485535,0.0432117227582559,0.519515075198601,0.961796015964882,0.0004975885588113,0.994299283480543,0.998665242722634,NA,NA,NA
"seq.10070.22","P16885","PLCG2","PLCG2",-0.0123333008143472,0.440155709762544,0.828347803053508,-0.0130005987733332,0.417704320395906,0.813412449634903,-0.0075870980017663,0.655962681323229,0.886109012781251,-0.0087174192872415,0.610063651593596,0.866871462734683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0067138512760517,0.721131229014659,0.974637728227511,NA,NA,NA,-0.0157923342621878,0.533808095070122,0.994697097485535,0.0294452897402909,0.298123474470544,0.888022235975773,-0.0534376688488638,0.0921487241767718,0.491726978872138,NA,NA,NA
"seq.10073.22","Q9NUW8","TDP1","TDP1",0.0193568038136198,0.583806080440231,0.887711812984153,0.019323571869854,0.585979501502536,0.880999618919012,-0.0020807902479331,0.955979739346344,0.988813686350848,-0.000447341873608,0.990567534033881,0.997112915721487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0309805829730873,0.463044242232395,0.932530475911635,NA,NA,NA,0.0317208021117949,0.594792780518398,0.994697097485535,0.013775599577514,0.826263262447459,0.994749825874097,-0.0335533204299394,0.626536638104811,0.926577224643433,NA,NA,NA
"seq.10074.128","P25440","BRD2","BRD2_1",0.0061049112385583,0.886344051281116,0.972047695776903,0.006357607753313,0.882112559055958,0.972339233276237,0.0030804203382353,0.946051890870448,0.986561837579135,0.0035889365496823,0.937396728739601,0.981296850223107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0235270365486634,0.647281221593452,0.966494786452547,NA,NA,NA,-0.0136260615365917,0.853983724429425,0.994697097485535,-0.0500642557333767,0.501236804436414,0.954574670864447,-0.0203698385768771,0.806684525079934,0.971767796950544,NA,NA,NA
"seq.10075.75","Q9BR61","ACBD6","ACBD6_1",-0.0292833960486807,0.0460328374572196,0.430902781803724,-0.0299463335102682,0.042151976786907,0.401408040382507,-0.0060568071726238,0.699113043764349,0.905122913606139,-0.0086604548029181,0.580691599411949,0.854268639280301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0054263903443065,0.746680812761662,0.977460866301655,NA,NA,NA,-0.0112752101583702,0.6664160272412,0.994697097485535,-0.0040236366578507,0.854508886766256,0.994749825874097,-0.0871492357148279,0.0045127796738415,0.197790094831291,NA,NA,NA
"seq.10076.1","O00189","AP4M1","AP4M1",-0.0123556845671971,0.6410696052592,0.9083199700648,-0.01511744919762,0.569317327737638,0.875179728332706,-0.0365812060208404,0.195616273648137,0.601305808928747,-0.0378380675152135,0.182320383908981,0.578990408359601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.020519304923245,0.497604164265624,0.942602865456648,NA,NA,NA,0.0302899064463277,0.465611952606287,0.994697097485535,-0.0728013717764086,0.103420063932313,0.751161680704785,0.0354026811273766,0.525087487620397,0.893037491474783,NA,NA,NA
"seq.10078.5","O95817","BAG3","BAG3",-0.0148476582603927,0.683534982934144,0.918174488928582,-0.0109984346388118,0.763323450763705,0.939726753036297,0.050726624696663,0.191292653239237,0.59729953292639,0.0497588502014148,0.201801057282767,0.597367209388442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0122421605708082,0.766972486885808,0.980048035057593,NA,NA,NA,-0.0358785421039131,0.520079603866784,0.994697097485535,0.0295162480076226,0.628246527453852,0.974128485778888,-0.0293293622714353,0.693662018078819,0.950372080207027,NA,NA,NA
"seq.10080.9","Q14232","EIF2B1","EIF2B1",-0.0176339449660036,0.461866881482973,0.839186993044716,-0.0175110989198538,0.46708724271607,0.835190879765325,0.003125980868599,0.902545531689809,0.974991374809791,0.0015061623483763,0.953151949942598,0.985696293537412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0037403662398982,0.901918283855389,0.993264088271707,NA,NA,NA,-0.0154510691845063,0.70951334910704,0.994697097485535,0.0154778350550474,0.737601252989604,0.991226458159964,-0.0796217894911712,0.0506149340527684,0.384093536015019,NA,NA,NA
